,addr,ruler,lat,lon,num_rooms,num_floor,num_price,text,dominant_topic,topic_percentage_contrib,sale_category,house_prices,currency,house_prices_usd
796,Abovyan,fifty-four square metres,40.179916,44.51525,1 room,  9/12 ,"Sale-127,000$",Abovyan one room fifty-four square metres  floor ninth/twelfth  Sale-127000$ For sale rent stylish studio apartment area sqm th floor building Abovyan Street near Northern Avenue The apartment completely renovated local heating air conditioning system installed floor covered laminate The building elevator intercom Not far house bank shop cafe place recreation entertainment Sold furniture appliance ,1.0,0.5861999988555908,Sale,127000.0,$,127000.0
797,Fuchik 19,forty-six square metres,40.20613158,44.47629519,2 room,"  6/10 , new construction ","Rent-180,000Դ/month",Fuchik 19 two room forty-six square metres  floor sixth/tenth   new construction  Rent-180000Դ/month For rent bright apartment area sqm th floor building Fuchik Street The apartment completely renovated local heating system installed floor covered laminate tile The bathroom lined European tile equipped plumbing The apartment equipped amenity furnished equipped modern appliance accessory The building elevator intercom Nearby shop bank school cafe transport stop ,0.0,0.6604999899864197,Rent,180000.0,Դ,367.35
798,M  Baghramyan ave ,one hundred and seventy square metres,40.19329231,44.49790522,4 room,"  14/16 , new construction ","Rent-1,100$/month",M  Baghramyan ave  four room one hundred and seventy square metres  floor fourteenth/sixteenth   new construction  Rent-1100$/month apartment rent close crossing Orbeli stree close tometro station The apartment fully repaired furnished utility available Nearby store school kindergarten two supermarket ,0.0,0.6992999911308289,Rent,1100.0,$,1100.0
799,Arami,one hundred and twenty square metres,40.18048421,44.51240735,4 room,"  4/13 , new construction ","Rent-1,500$/month",Arami four room one hundred and twenty square metres  floor fourth/thirteenth   new construction  Rent-1500$/month This bedroom apartment occupying th floor story building located Arami street Downtown Yerevan currently fro All utility available Additionally internet connection cable TV provided This home renovated furnished air condition installed Underground parking available ,2.0,0.9648000001907349,Rent,1500.0,$,1500.0
800,Ekmalyan,one hundred and fifty square metres,40.184684,44.507678,3 room,"  8/15 , new construction ","Rent-1,500$/month",Ekmalyan three room one hundred and fifty square metres  floor eighth/fifteenth   new construction  Rent-1500$/month Two bedroom spacious apartment Yekmalyan street currently long term rent It cover area occupies th floor new building The apartment newly renovated Local heating system installed alongside air conditioner Kitchenware bed linen provided Security system installed The building also underground parking Park bank branch post office bus stop located nearby ,2.0,0.9866999983787537,Rent,1500.0,$,1500.0
801,Nalbandyan 7 1  apt  85,eighty square metres,40.17950058,44.51549911,3 room,"  10/10 , new construction ",Rent-750$/month,Nalbandyan 7 1  apt  85 three room eighty square metres  floor tenth/tenth   new construction  Rent-750$/month A three room apartment sale crossroad Arami Nalbandyan street little far Republic Square near Square Sakahrov It situated nd floor stored residential building It fully repaired latest standard The entrance door metallic window modern plastic one The room heated gas boiler The kitchen toilet tiled The internet cable television also available There many inbuilt closest corridor furniture kitchen There many shop school kindergarten nearby ,2.0,0.9872999787330627,Rent,750.0,$,750.0
802,Northern av ,one hundred and twenty square metres,40.182066,44.515394,3 room,"  3/9 , new construction ","Rent-1,700$/month",Northern av  three room one hundred and twenty square metres  floor third/ninth   new construction  Rent-1700$/month Two bedroom apartment Northern Avenue currently rent It cover area occupies rd floor new building The apartment newly renovated Centralized heating air conditioning system installed hour security system installed The building also security booth An underground parking spot provided additional payment Numerous shop bank branch cafe restaurant located nearby Cable TV Internet available ,2.0,0.9866999983787537,Rent,1700.0,$,1700.0
803,Buzand 13,fifty-five square metres,40.18069238,44.51042372,2 room,"  11/14 , new construction ",Rent-650$/month,Buzand 13 two room fifty-five square metres  floor eleventh/fourteenth   new construction  Rent-650$/month Single bedroom apartment area rent th floor storied new residential building Buzand st The apartment fully repaired The entrance door metallic window modern plastic one installed air conditioner floor wooden Water gas hour apartment heating gas boiler The kitchen bathroom tiled equipped sanitary ware There wardrobe cupboard kitchen hallway All necessary shop nearby ,2.0,0.9652000069618225,Rent,650.0,$,650.0
804,Arami 74,thirty-eight square metres,40.18370471,44.50803655,1 room,"  5/15 , new construction ",Rent-500$/month,Arami 74 one room thirty-eight square metres  floor fifth/fifteenth   new construction  Rent-500$/month One bedroom studio apartment Aram street building cafe Dargett currently long term daily rent It cover area occupies th floor new residential storey building The apartment renovated An open balcony available The apartment furnished equipped necessary appliance well tableware bed linen ,2.0,0.984000027179718,Rent,500.0,$,500.0
805,Ekmalyan 1,one hundred and twenty square metres,40.1841473,44.5091566,4 room,"  7/15 , new construction ","Rent-1,600$/month",Ekmalyan 1 four room one hundred and twenty square metres  floor seventh/fifteenth   new construction  Rent-1600$/month Three bedroom apartment Ekmalyan street currently daily rent It cover area occupies th floor new residential storey building The apartment renovated Local heating system installed All room furnished equipped necessary appliance Tableware bed linen provided Cable TV Internet installed Numerous shop entertainment center located nearby ,2.0,0.9855999946594238,Rent,1600.0,$,1600.0
806,Nalbandyan 7 1,forty-eight square metres,40.1823654,44.52139275,2 room,  10/10 ,Rent-550$/month,Nalbandyan 7 1 two room forty-eight square metres  floor tenth/tenth  Rent-550$/month One bedroom apartment Nalbandyan street currently long term daily rent This fully renovated cozy apartment occupies th floor storey building All room furnished equipped necessary appliance Local heating system installed Numerous shop entertainment center well Republic Square Vernisage located nearby ,2.0,0.9840999841690063,Rent,550.0,$,550.0
807,Arami 4 3  apt  46,sixty-five square metres,40.18064477,44.51261496,3 room,"  8/12 , new construction ",Rent-750$/month,Arami 4 3  apt  46 three room sixty-five square metres  floor eighth/twelfth   new construction  Rent-750$/month Two bedroom comfortable apartment Aram street currently daily rent It cover area occupies th floor new residential storey building The apartment renovated Local heating system heating floor air conditioner installed An open balcony available All room furnished equipped necessary appliance The building security system system installed Numerous shop entertainment center located nearby ,2.0,0.9865000247955322,Rent,750.0,$,750.0
808,Tamanyan,eighty-eight square metres,40.18980758,44.51595619,3 room,  3/5 ,"Sale-310,000$",Tamanyan three room eighty-eight square metres  floor third/fifth  Sale-310000$ For sale rent elegant comfortable apartment area sq rd floor stone house Tamanyan Street near Cascade The apartment completely renovated local heating air conditioning system installed two bathroom tiled equipped plumbing All room equipped modern equipment The apartment closed balcony fireplace All type communication available The apartment provided furniture appliance ,1.0,0.9840999841690063,Sale,310000.0,$,310000.0
809,Mashtots avenue,one hundred and five square metres,40.18452431,44.51298185,4 room,"  3/13 , new construction ","Rent-1,000$/month",Mashtots avenue four room one hundred and five square metres  floor third/thirteenth   new construction  Rent-1000$/month For rent apartment area sqm rd floor new building Mashtots Avenue The apartment completely renovated local heating air conditioning system installed floor covered decorative hardwood kitchen bathroom tiled equipped plumbing fixture The apartment furnished beautiful furniture equipped household appliance There two open balcony beautiful view There outdoor parking courtyard Nearby shop supermarket bank entertainment venue ,0.0,0.9853000044822693,Rent,1000.0,$,1000.0
